sentence_id,word,POS
13,"نشر جهاز تنظيم مرفق الكهرباء وحماية المستهلك عبر صفحته الرسمية على موقع التواصل الاجتماعى فيس بوك , أهم الخطوات التى يجب اتباعها عند نقل ملكية عداد",Noun Noun Noun Noun Noun Noun Noun Noun Noun Adjective Preposition Noun Noun Adjective ProperNoun ProperNoun Punctuation Comparative Adjective Noun Relative Pronoun Verb Noun Noun Verb Noun Noun
14,"أكد وزير الخارجية الأمريكي أنتوني بلينكن , الثلاثاء أن الولايات المتحدة ستقدم 5.5 مليون دولار مساعدات عاجلة لقطاع غزة و 32 مليونا لمنظمات إغاثة دولية .",Verb Noun Adjective Adjective ProperNoun Noun Punctuation Noun Subordinating Conjunction Noun Adjective Verb Digit Number Noun Noun Noun Adjective Noun ProperNoun Conjunction Digit Number Noun Noun Noun Adjective Punctuation
15,"استدعت وزارة الخارجية وشؤون المغتربين الأردنية , اليوم الثلاثاء السفير الإسرائيلي في عمان لنقل رسالة احتجاج شديدة اللهجة بخصوص احتجاز مواطنين أردنيين إسرائيل .",Verb Noun Adjective Noun Noun Adjective Punctuation Noun Noun Noun Adjective Preposition ProperNoun Verb Noun Noun Adjective Noun Noun Noun Noun Adjective ProperNoun Punctuation
16,"شهد الفريق أول محمد زكى القائد العام للقوات المسلحة وزير الدفاع والإنتاج الحربى , البحث الرئيسى لإدارة الشئون المعنوية بعنوان "" التمكين النفسى والاجتماعى كأحد مبادئ التنمية البشرية فى الم",Verb Noun Numerical Adjective ProperNoun ProperNoun Noun Adjective Noun Adjective Noun Noun Noun Adjective Punctuation Noun Adjective Noun Noun Adjective Noun Punctuation Noun Adjective Adjective Noun Noun Noun Adjective Preposition Noun
17,"عقد الدكتور مصطفى مدبولي , رئيس مجلس الوزراء اجتماعا بحضور نيفين جامع وزيرة التجارة والصناعة والمهندس محمد الزلاط هيئة التنمية الصناعية .",Verb Noun ProperNoun ProperNoun Punctuation Noun Noun Noun Noun Noun ProperNoun Noun Noun Noun Noun Noun ProperNoun ProperNoun Noun Noun Adjective Punctuation
18,"أكد الرئيس عبد الفتاح السيسى , اهمية تركيز الجهود لتحقيق الخير والسلام والتنمية لشعبي مصر وقطر والتكاتف لدرء المخاطر عن سائر الأمة العربية وصون أمنها القومي .",Verb Noun ProperNoun ProperNoun ProperNoun Punctuation Noun Noun Noun Noun Noun Noun Noun Noun ProperNoun ProperNoun Noun Noun Noun Preposition Adjective Noun Adjective Noun Noun Adjective Punctuation
19,"عقد الدكتور مصطفى مدبولي , رئيس مجلس الوزراء اليوم ; اجتماعا مع خالد عبدالغفار وزير التعليم العالي والبحث العلمى .",Verb Noun ProperNoun ProperNoun Punctuation Noun Noun Noun Noun Punctuation Noun Noun ProperNoun ProperNoun Noun Noun Adjective Noun Adjective Punctuation
20,"استقبل الرئيس عبد الفتاح السيسي اليوم الشيخ محمد بن الرحمن آل ثاني , نائب رئيس الوزراء وزير خارجية دولة قطر وذلك بحضور سامح شكري الخارجية والوزير عباس كامل المخابرات العامة .",Verb Noun ProperNoun ProperNoun ProperNoun Noun Noun ProperNoun ProperNoun ProperNoun ProperNoun ProperNoun Punctuation Noun Noun Noun Noun Adjective Noun ProperNoun Demonstrative Pronoun Noun ProperNoun ProperNoun Adjective Noun ProperNoun Adjective Noun Adjective Punctuation
21,"استقبل الرئيس عبد الفتاح السيسي اليوم الشيخ محمد بن الرحمن آل ثاني , نائب رئيس الوزراء وزير خارجية دولة قطر وذلك بحضور سامح شكري الخارجية والوزير عباس كامل المخابرات العامة .",Verb Noun ProperNoun ProperNoun ProperNoun Noun Noun ProperNoun ProperNoun ProperNoun ProperNoun ProperNoun Punctuation Noun Noun Noun Noun Adjective Noun ProperNoun Demonstrative Pronoun Noun ProperNoun ProperNoun Adjective Noun ProperNoun Adjective Noun Adjective Punctuation
22,"وصل وزير الخارجية الأمريكي أنتونى بلينكن , اليوم الثلاثاء إلى مدينة رام الله للقاء الرئيس الفلسطيني محمود عباس أبو مازن حيث كان في استقباله رئيس الوزراء الدكتور محمد اشتية .",Verb Noun Adjective Adjective ProperNoun Noun Punctuation Noun Noun Preposition Noun ProperNoun ProperNoun Noun Noun Adjective ProperNoun ProperNoun ProperNoun ProperNoun Relative Adverb Verb Preposition Noun Noun Noun Noun ProperNoun Noun Punctuation
23,"قدم اليوم السابع , بثا مباشرا من قرية صندفا التابعة لمركز بنى مزار بالمنيا موقع جريمة قتل شاب بالقرية لوالدته وشقيقته الصغرى .",Verb Noun Numerical Adjective Punctuation Noun Adjective Preposition Noun ProperNoun Adjective Noun ProperNoun Noun ProperNoun Noun Noun Verb Noun Noun Noun Noun Comparative Adjective Punctuation
24,"استقبل الرئيس عبد الفتاح السيسي اليوم الثلاثاء , مصطفى براف رئيس اتحاد اللجان الأولمبية الوطنية الأفريقية "" الأنوكا وذلك بحضور الدكتور أشرف صبحى وزير الشباب والرياضة .",Verb Noun ProperNoun ProperNoun ProperNoun Noun Noun Punctuation ProperNoun ProperNoun Noun Noun Noun Adjective Adjective Adjective Punctuation ProperNoun Demonstrative Pronoun Noun Noun ProperNoun ProperNoun Noun Noun Noun Punctuation
25,"رد الدكتور طارق شوقى , وزير التربية والتعليم الفنى على تساؤلات أولياء الأمور الخاصة بالفرص الامتحانية لطلاب الثانوية العامة "" التحسين والتى كانت قد أعلنت عنها الوزارة",Verb Noun ProperNoun ProperNoun Punctuation Noun Noun Noun Adjective Preposition Noun Noun Noun Adjective Noun Adjective Noun Adjective Adjective Punctuation Noun Relative Pronoun Verb Verbal Particle Verb Preposition Noun
26,"استقبل الرئيس عبد الفتاح السيسي اليوم الأمير العزيز بن تركي الفيصل , وزير الرياضة ورئيس اللجنة الأولمبية السعودية وذلك بحضور الدكتور أشرف صبحي الشباب والرياضة .",Verb Noun ProperNoun ProperNoun ProperNoun Noun Noun ProperNoun ProperNoun Adjective ProperNoun Punctuation Noun Noun Noun Noun Adjective Adjective Demonstrative Pronoun Noun Noun Verb ProperNoun Noun Noun Punctuation
27,"رفع المستشار الدكتور حنفي جبالي , رئيس مجلس النواب الجلسة العامة للمجلس وذلك بعد مناقشة 71 طلب إحاطة وسؤال موجهين لوزير الإسكان والمرافق والمجتمعات العمرانية .",Verb Noun Noun ProperNoun Noun Punctuation Noun Noun Noun Noun Adjective Noun Demonstrative Pronoun Noun Noun Digit Verb Noun Noun Noun Noun Noun Noun Noun Adjective Punctuation
28,"قال وزير الإسكان والمرافق العامة عاصم الجزار , موجها لنواب البرلمان : "" من يريد من النواب التأكد نتائج تحليلات عينات اى محطة مياه شرب عليه أن يروح للشركات او الجهاز التنظيمى لمياه الشرب .",Verb Noun Noun Noun Adjective ProperNoun Noun Punctuation Adjective Noun Noun Punctuation Punctuation Relative Pronoun Verb Preposition Noun Noun Noun Noun Noun Quantity Noun Noun Noun Verb Preposition Subordinating Conjunction Verb Noun Conjunction Noun Adjective Noun Noun Punctuation
29,"استقبل الرئيس عبد الفتاح السيسي اليوم الأمير العزيز بن تركي الفيصل , وزير الرياضة ورئيس اللجنة الأولمبية السعودية وذلك بحضور الدكتور أشرف صبحي الشباب والرياضة .",Verb Noun ProperNoun ProperNoun ProperNoun Noun Noun ProperNoun ProperNoun Adjective ProperNoun Punctuation Noun Noun Noun Noun Adjective Adjective Demonstrative Pronoun Noun Noun Verb ProperNoun Noun Noun Punctuation
30,"استقبل وزير الخارجية سامح شكري , اليوم الثلاثاء نائب رئيس مجلس الوزراء خارجية قطر الشيخ محمد بن عبد الرحمن آل ثاني وذلك بقصر التحرير .",Verb Noun Adjective ProperNoun ProperNoun Punctuation Noun Noun Noun Noun Noun Noun Adjective ProperNoun Noun ProperNoun ProperNoun ProperNoun ProperNoun ProperNoun ProperNoun Demonstrative Pronoun Noun Noun Punctuation
31,حقائق مالية تؤكد أن الاقتصاد المصرى أبلى بلاءا حسنا فى مواجهة جائحة كورونا التى تضربت العالمي في مقتل منذ ظهورها نمنتصف ديسمبر 2019 .,Noun Adjective Verb Subordinating Conjunction Noun Adjective Verb Noun Noun Preposition Noun Noun Verb Relative Pronoun Verb Adjective Preposition Noun Preposition Noun ProperNoun ProperNoun Digit Punctuation
32,"قال الدكتور عاصم الجزار , وزير الإسكان والمرافق والمجتمعات العمرانية إن تخصيص وحدات الاجتماعى أمر يحكمه القانون ?",Verb Noun ProperNoun Noun Punctuation Noun Noun Noun Noun Adjective Subordinating Conjunction Noun Noun Adjective Noun Verb Noun Punctuation
33,"أكد الدكتور عاصم الجزار , وزير الإسكان والمرافق والمجتمعات العمرانية أنه لا يوجد فى مصر تلوث للمنتجات الزراعية مشيرا إلى كثيرا ما تتردد أقاويل عن خلط مياه الشرب بمياه الصحى .",Verb Noun ProperNoun Noun Punctuation Noun Noun Noun Noun Adjective Subordinating Conjunction Negative Particle Verb Preposition ProperNoun Verb Noun Adjective Adjective Preposition Adjective Relative Pronoun Verb Noun Preposition Noun Noun Noun Noun Adjective Punctuation
34,"استعرض الدكتور عاصم الجزار , وزير الإسكان والمرافق والمجتمعات العمرانية جهود الدولة المصرية فى مد شبكات الصرف الصحة بكافة أنحاء الجمهورية خلال الفترة الماضية أمام الجلسة العامة لمجلس النواب .",Verb Noun ProperNoun Noun Punctuation Noun Noun Noun Noun Adjective Noun Noun Adjective Preposition Noun Noun Noun Noun Adjective Noun Noun Noun Noun Adjective Noun Noun Adjective Noun Noun Punctuation
35,"عاقبت محكمة جنايات الزقازيق , اليوم الثلاثاء حضوريا بإجماع الأراء على المتهم "" رامى إ م 22 سنة طالب بالإعدام شنقا لقيامه بخطف طفل وقتله لطلب فدية مالية من أسرته .",Verb Noun Noun ProperNoun Punctuation Noun Noun ProperNoun Noun Noun Preposition Noun Punctuation ProperNoun Abbreviation Abbreviation Digit Noun Noun Noun Noun Noun Noun Noun Noun Noun Noun Adjective Preposition Noun Punctuation
36,"استقبل وزير الخارجية سامح شكرى , الثلاثاء نائب رئيس مجلس الوزراء خارجية قطر الشيخ محمد بن عبد الرحمن آل ثاني في مقر وزارة بقصر التحرير .",Verb Noun Adjective ProperNoun ProperNoun Punctuation Noun Noun Noun Noun Noun Adjective ProperNoun Noun ProperNoun ProperNoun ProperNoun ProperNoun ProperNoun ProperNoun Preposition Noun Noun ProperNoun Noun Punctuation
37,"عقد الدكتور مصطفى مدبولي , رئيس مجلس الوزراء اجتماعا مع السيد القصر وزير الزراعة واستصلاح الأراضي والدكتور الصياد نائب .",Verb Noun ProperNoun ProperNoun Punctuation Noun Noun Noun Noun Noun Noun Noun Noun Noun Noun Noun Noun ProperNoun Noun Punctuation
38,"طلب جنود إثيوبيون من قوة حفظ السلام في دارفور اللجوء السودان , بسبب انتمائهم الى إقليم تيجراي جاء ذلك نقلا عن شبكة سكاي نيوز ويشهد الإقليم تطهيرا عرقيا وجرائم حرب على يد قوات الجيش الإثيوبي بدعم",Verb Noun Adjective Preposition Noun Noun Noun Preposition ProperNoun Noun ProperNoun Punctuation Noun Noun Preposition Noun ProperNoun Verb Demonstrative Pronoun Noun Preposition Noun ProperNoun ProperNoun Verb Noun Noun Adjective Noun Noun Preposition Noun Noun Noun Adjective Noun
39,"دشنت الهيئة العربية للتصنيع ومجموعة طلال أبو غزالة العالمية , خطوط إنتاج أول منتج عربي من التابلت واللاب توب تحت شعار صنع في مصر .",Verb Noun Adjective Noun Noun ProperNoun ProperNoun ProperNoun Adjective Punctuation Noun Noun Numerical Adjective Noun Adjective Preposition ProperNoun ProperNoun Verb Noun Noun Noun Preposition ProperNoun Punctuation
40,"قال وزير الخارجية الأردني أيمن الصفدي إن "" ترحيل الفلسطينيين من بيوتهم , سيتسبب في إعادة تفجير الأوضاع .",Verb Noun Adjective Adjective ProperNoun ProperNoun Subordinating Conjunction Punctuation Noun Noun Preposition Noun Punctuation Verb Preposition Noun Noun Noun Punctuation
41,"تتوقع هيئة الأرصاد الجوية أن يشهد غدا الأربعاء , ارتفاع طفيف فى درجات الحرارة حيث يسود طقس حار على القاهرة الكبرى والوجه البحرى وشمال الصعيد معتدل السواحل الغربية",Verb Noun Noun Adjective Subordinating Conjunction Verb Noun Noun Punctuation Noun Adjective Preposition Noun Noun Relative Adverb Verb Noun Adjective Preposition ProperNoun Comparative Adjective Noun Adjective Noun Noun Adjective Noun Adjective
42,"نشر اليوم السابع خلال الساعات الماضية عددا من الأخبار والتقارير المهمة , منها نفى مجلس الوزراء صحة الفيديو الذى يتم تداوله ويتضمن إجراءات مشددة تطبقها الدولة",Noun Noun Numerical Adjective Noun Noun Adjective Noun Preposition Noun Noun Adjective Punctuation Preposition Noun Noun Noun Noun Noun Relative Pronoun Verb Noun Verb Noun Adjective Verb Noun
43,"قال الدكتور طارق شوقى , وزير التربية والتعليم الفنى أن الامتحان الاسترشادى لشهر مايو لطلاب الثانوية العامة مجرد تجربة نتعلم منها وقد وصلت ملاحظات الطلاب وسوف نتداركها فى النهائى",Verb Noun ProperNoun ProperNoun Punctuation Noun Noun Noun Adjective Subordinating Conjunction Noun ProperNoun Noun ProperNoun Noun Adjective Adjective Noun Noun Verb Preposition Verbal Particle Verb Noun Noun Future Particle ProperNoun Preposition Adjective
44,"أعلن صندوق تحيا مصر وصول القافلة الثانية صباح اليوم إلى ميناء رفح البرى لتوصيل المساعدات المصرية للجانب الفلسطيني , وذلك ضمن المبادرة التى أطلقها الرئيس عبد الفتاح السيسي لإعادة إعمار غزة .",Verb Noun Verb ProperNoun Noun Noun Numerical Adjective Noun Noun Preposition Noun ProperNoun Adjective Noun Noun Adjective Noun Adjective Punctuation Demonstrative Pronoun Noun Noun Relative Pronoun Verb Noun ProperNoun ProperNoun ProperNoun Noun Noun ProperNoun Punctuation
45,"كشف المركز الإعلامى لمجلس الوزراء , أنه فى ضوء ما تردد من أنباء بشأن إهدار مبالغ طائلة على تطوير شبكة القطارات المتهالكة تواصل مع وزارة النقل والتى نفت تلك الأنباء .",Verb Noun Adjective Noun Noun Punctuation Subordinating Conjunction Preposition Noun Relative Pronoun Verb Preposition Noun Noun Noun Noun Adjective Preposition Noun Noun Noun Noun Verb Noun Noun Noun Relative Pronoun Verb Demonstrative Pronoun Noun Punctuation
46,التقى المهندس كامل الوزير وزير النقل السفير البريطانى فى مصر السير جيفرى آدامز لمناقشة التعاون المشروعات الحالية والمستقبلية مجالات السكك الحديدية والجرالكهربائى ومترو الأنفاق,Verb Noun Adjective Noun Noun Noun Noun Adjective Preposition ProperNoun Noun ProperNoun ProperNoun Noun Noun Noun Adjective Adjective Noun Noun Adjective ProperNoun Noun Noun
47,"افتتحت وزارة الداخلية , مكتبين لسجلات الأحوال المدنية وهما المركز النموذجى بمول مصر التجارى بمدينة السادس من أكتوبر بمحافظة الجيزة .",Verb Noun Noun Punctuation Noun Noun Noun Adjective Pronoun Noun Adjective ProperNoun ProperNoun Adjective Noun Numerical Adjective Preposition ProperNoun Noun ProperNoun Punctuation
48,"نجحت الداخلية في ضبط 150 طربة لمخدر الحشيش بحوزة أحد العناصر الإجرامية بمحافظة السويس , فى إطار جهود أجهزة وزارة لمكافحة الجريمة بشتى صورها .",Verb Noun Preposition Noun Digit Adjective Noun Noun Noun Number Noun Noun Adjective Noun ProperNoun Punctuation Preposition Noun Noun Noun Noun Noun Noun Noun Noun Punctuation
49,"يرصد اليوم السابع أقل أصناف الفاكهة سعرا في سوق العبور للجملة وفقا لأسعار , حيث تراوحت أسعار معظم الأصناف بأقل من 10 جنيهات للكيلو .",Verb Noun Numerical Adjective Comparative Adjective Noun Noun Noun Preposition Noun Noun Noun Noun Noun Punctuation Relative Adverb Verb Noun Quantity Noun Noun Comparative Adjective Preposition Digit Noun Noun Punctuation
50,"نفت الحكومة ما تردد من انباء عن اهدار مبالغ طائلة على تطوير شبكات القطارات المتهالكه , و سيتم ارسال بيان تفصيلى بعد قليل .",Verb Noun Relative Pronoun Verb Preposition Noun Preposition Noun Noun Adjective Preposition Noun Noun Noun Noun Punctuation Conjunction Verb Noun Noun Adjective Noun Noun Punctuation
51,"أكد الفريق أسامة ربيع رئيس هيئة قناة السويس , بأن الهيئة تحملت مسئوليتها كاملة فى تعاملها مع أزمة جنوح سفينة الحاويات البنمية ""EVER GIVEN"" منذ وقوع الحادث .",Verb Noun ProperNoun ProperNoun Noun Noun Noun ProperNoun Punctuation Subordinating Conjunction Noun Verb Noun Adjective Preposition Noun Noun Noun Noun Noun Noun ProperNoun Foreign Foreign Preposition Noun Noun Punctuation
52,"أكد طلاب الثانوية العامة , أن أسئلة امتحان مادة التاريخ تضمنت 30 سؤال يتم الإجابة عنها فى دقيقة جميعها اختيار من متعدد موضحين أن الأسئلة سهلة وخاطبت الفهم ومن المنهج الدراسى .",Verb Noun Adjective Adjective Punctuation Subordinating Conjunction Noun Noun Noun Noun Verb Digit Noun Verb Noun Preposition Preposition Noun Quantity Noun Noun Preposition Adjective Adjective Pseudo Verb Noun Adjective Verb Noun Preposition Noun Adjective Punctuation
53,"كشفت الهيئة العامة للأرصاد الجوية , عن توقعات حالة الطقس غدا الأربعاء حيث يسود طقس حار على القاهرة الكبرى والوجه البحرى معتدل السواحل الغربية مائل للحرارة الشرقية .",Verb Noun Adjective Noun Adjective Punctuation Preposition Noun Noun Noun Noun Noun Relative Adverb Verb Noun Adjective Preposition ProperNoun Comparative Adjective Noun Adjective Adjective Noun Adjective Adjective Noun Adjective Punctuation
54,كشفت الهيئة العامة للأرصاد الجوية عن الظواهر المتوقعة من اليوم الثلاثاء 25 مايو 2021 إلى الأحد 30 .,Verb Noun Adjective Noun Adjective Preposition Noun Adjective Preposition Noun Noun Digit ProperNoun Digit Preposition Noun Digit Punctuation
55,"بدأ مجلس النواب جلسته العامة برئاسة المستشار الدكتور حنفى جبالى , حيث من المقرر أن يناقش اليوم 71 أداة رقابية مقدمة .",Verb Noun Noun Noun Adjective Noun Noun Noun ProperNoun Noun Punctuation Relative Adverb Preposition Noun Subordinating Conjunction Verb Noun Digit Noun Adjective Adjective Punctuation
56,"افتتح الدكتور مصطفى مدبولي , رئيس مجلس الوزراء ونيقين جامع وزيرة التجارة والصناعة واللواء عبد الحميد الهجان محافظ القليوبية والدكتور ممدوح العربي نائب إدارة مجموعة "" صباح اليوم",Verb Noun ProperNoun ProperNoun Punctuation Noun Noun Noun Noun Noun Noun Noun Noun Noun ProperNoun ProperNoun Noun Noun Adjective Noun ProperNoun Adjective Noun Noun Noun Punctuation Noun Noun
57,"اهتمت وسائل الإعلام الأمريكية بالمحادثة الهاتفية بين الرئيس عبد الفتاح السيسى ونظيره الأمريكي جو بايدن , والتي أجريت أمس الاثنين .",Verb Noun Noun Adjective Noun Adjective Noun Noun ProperNoun ProperNoun ProperNoun Noun Adjective ProperNoun ProperNoun Punctuation Relative Pronoun Verb Noun Noun Punctuation
58,كشفت الهيئة العامة للأرصاد الجوية عن الظواهر المتوقعة من اليوم الثلاثاء 25 مايو 2021 إلى الأحد 30 .,Verb Noun Adjective Noun Adjective Preposition Noun Adjective Preposition Noun Noun Digit ProperNoun Digit Preposition Noun Digit Punctuation
59,"يفتتح الدكتور مصطفى مدبولى , رئيس الوزراء ووزيرة الصناعة ومحافظ القليوبية المجمع الصناعي الجديد لمجموعة العربي لإنتاج أجهزة الطهي ويتفقد خط إنتاج مصنع البوتاجاز بالقليوبية .",Verb Noun ProperNoun ProperNoun Punctuation Noun Noun Noun Noun Noun Adjective Noun Adjective Adjective Noun Adjective Noun Noun Noun Verb Noun Noun Noun Noun Adjective Punctuation
60,"تمكنت هيئة الدواء المصرية , بالإشتراك مع ضباط الإدارة العامة لمباحث الأموال ومكافحة المخدرات ومباحث التموين .",Verb Noun Noun Adjective Punctuation Noun Noun Noun Noun Adjective Noun Noun Noun Noun Noun Noun Punctuation
61,"قدم اليوم السابع , بثا مباشر لإلقاء مليون زريعة سمك في قناة طنطا الملاحية بهدف تنمية الثروة السمكية والمساهمة إنتاج كميات أسماك بمواصفات إنتاجية عالية .",Verb Noun Numerical Adjective Punctuation Noun Adjective Noun Number Noun Noun Noun Preposition Noun ProperNoun Adjective Noun Noun Noun Adjective Noun Noun Noun Noun Noun Adjective Adjective Punctuation
62,"قدم اليوم السابع بثا مباشرا صباح الثلاثاء , لرصد الحركة المرورية أعلى كوبري أكتوبر بمحافظة القاهرة وتبين انتظام حركة السير في الاتجاهين وسط انتشار رجال الإدارة العامة للمرور لمواجهة أي تكدسات",Verb Noun Numerical Adjective Noun Adjective Noun Noun Punctuation Verb Noun Adjective Comparative Adjective Noun ProperNoun Noun ProperNoun Verb Noun Noun Noun Preposition Noun Noun Noun Noun Noun Adjective Noun Noun Quantity Noun Noun
63,"التقى الدكتور مصطفى مدبولي , رئيس مجلس الوزراء مساء أمس المستشار محمد عبدالوهاب الرئيس التنفيذي للهيئة العامة للاستثمار والمناطق الحرة ; لاستعراض .",Verb Noun ProperNoun ProperNoun Punctuation Noun Noun Noun Noun Noun Noun ProperNoun ProperNoun Noun Adjective Noun Adjective Noun Noun Adjective Punctuation Noun Punctuation
64,"شهدت المدارس الثانوى قبل قليل توافد طلاب الثانوية العامة لأداء ثان أيام الامتحان التجريبى لشهر مايو الجارى , حيث يؤدى الطلاب امتحاناتهم اليوم .",Verb Noun Adjective Noun Noun Verb Noun Adjective Adjective Noun Numerical Adjective Noun Noun Adjective Noun ProperNoun Adjective Punctuation Relative Adverb Verb Noun Noun Noun Punctuation
65,قررت هيئة السكة الحديد استبدال عربات قطارى رقمى 80 و 81 بخط القاهرة / أسوان والعكس بعربات روسية جديدة الواردة ضمن صفقة العربات ال 1300 المتعاقد عليها .,Verb Noun Noun Noun Noun Noun Noun Adjective Digit Conjunction Digit Noun ProperNoun Punctuation ProperNoun Noun Noun Adjective Adjective Adjective Noun Noun Noun Determiner Particle Digit Noun Preposition Punctuation
66,"لقى ثلاثة أشخاص مصرعهم , وأصيب 6 آخرون اليوم الثلاثاء فى حادث تصادم سيارة ملاكى بأخرى ربع نقل على الطريق الصحراوى الغربى ببنى سويف .",Verb Number Noun Noun Noun Punctuation Verb Digit Adjective Noun Noun Preposition Noun Noun Noun Adjective Noun Quantity Noun Noun Preposition Noun Adjective Adjective ProperNoun ProperNoun Punctuation
