sentence_id,word,POS
45,صندوق تحيا مصر يرسل القافلة الثانية لدعم غزة تشمل 500 طن مواد بناء وأدوات صحية,Noun Verb ProperNoun Verb Noun Numerical Adjective Noun ProperNoun Verb Digit Noun Noun Noun Noun Adjective
46,مصر تواصل افتتاح معبر رفح لليوم العاشر للعالقين والمصابين والحالات الإنسانية والمساعدات حتى بعد غد,ProperNoun Verb Noun Noun ProperNoun Noun Numerical Adjective Adjective Noun Noun Adjective Noun Preposition Noun Noun
47,وزارة النقل : أى مخصصات مالية لعملية التطوير يتم توجيهها بالشكل الأمثل,Noun Noun Punctuation Interrogative Pronoun Noun Adjective Noun Noun Verb Noun Noun Noun
48,وزير النقل : توريد أول قطارين للمونوريل خلال سبتمبر المقبل,Noun Noun Punctuation Noun Numerical Adjective Noun ProperNoun Noun ProperNoun Adjective
49,الداخلية تفتتح مقار أحوال مدنية بالقاهرة والجيزة تيسيرا على المواطنين,Adjective Verb Noun Noun Adjective ProperNoun ProperNoun ProperNoun Preposition Noun
50,الداخلية تضبط 150 طربة حشيش بقيمة مليون جنيه,Noun Verb Digit Adjective Noun Noun Number Noun Noun
51,قائمة 16 صنف فاكهة بأقل من 10 جنيهات طبقا لأسعار الجملة بسوق العبور . إنفوجراف,Adjective Digit Verb Noun Comparative Adjective Preposition Digit Noun Noun Noun Noun Noun Noun Punctuation ProperNoun
52,الحكومة تنفى إهدار مبالغ طائلة على تطوير شبكات القطارات المتهالكة,Noun Verb Noun Noun Adjective Preposition Noun Noun Noun Noun
53,الفريق أسامة ربيع : قدمنا تسهيلات بتخفيض التعويض فى أزمة السفينة الجانحة ل 550 مليون دولار,Noun ProperNoun ProperNoun Punctuation Verb Noun Noun Noun Preposition Noun Noun Adjective Preposition Digit Number Noun Noun
54,طلاب الثانوية العامة : امتحان التاريخ 30 سؤالا فى دقيقة والأسئلة سهلة,Noun Adjective Adjective Punctuation Noun Noun Digit Noun Preposition Noun Noun Adjective
55,ارتفاع بالحرارة ونشاط رياح . تعرف على حالة الطقس غدا بمحافظات الجمهورية,Noun Noun Noun Noun Punctuation Verb Preposition Noun Noun Noun Noun Noun
56,القوى العاملة تعلن صرف 3 ملايين و 561 ألف جنيه منحة عيد العمال ل 7123 عاملا بالبحيرة,Noun Adjective Verb Noun Digit Number Noun Conjunction Digit Number Noun Noun Noun Noun Noun Preposition Digit Noun Noun
57,ارتفاع تدريجى بحرارة الجو . تعرف على درجات الحرارة بالمحافظات حتى الأحد المقبل,Noun Adjective Noun Noun Punctuation Verb Preposition Noun Noun Noun Preposition Noun Adjective
58,"بدء الجلسة العامة ل "" النواب لمواجهة وزير الإسكان ب 71 أداة رقابية",Noun Noun Adjective Preposition Punctuation Noun Noun Noun Noun Preposition Digit Noun Adjective
59,رئيس الوزراء : الدولة تشجع القطاع الخاص باعتباره شريكا مهما فى النهضة التنموية,Noun Noun Punctuation Noun Verb Noun Adjective Noun Noun Adjective Preposition Noun Adjective
60,وسائل الإعلام الأمريكية تبرز شكر بايدن للسيسى على دور مصر فى وقف إطلاق النار بغزة,Noun Noun Adjective Verb Verb ProperNoun ProperNoun Preposition Noun ProperNoun Preposition Noun Noun Noun ProperNoun
61,شبورة ونشاط رياح . تعرف على خريطة الظواهر الجوية حتى الأحد,Noun Noun Noun Punctuation Verb Preposition Noun Noun Adjective Preposition Noun
62,رئيس الوزراء يفتتح المجمع الصناعى الجديد لمجموعة العربى,Noun Noun Verb Noun Adjective Adjective Noun Adjective
63,ضبط 4 أشخاص لترويجهم أدوية علاج أعراض كورونا مجهولة المصدر وعقاقير مخدرة,Noun Digit Noun Noun Noun Noun Noun Verb Adjective Noun Noun Adjective
64,شاهد لحظة إلقاء محافظ الغربية مليون زريعة سمك فى قناة طنطا الملاحية . لايف,Verb Noun Noun Noun Adjective Number Noun Noun Noun Preposition Noun ProperNoun Adjective Punctuation ProperNoun
65,لو نازل من بيتك . شاهد الحركة المرورية أعلى كوبرى أكتوبر صباح اليوم بث مباشر,Subordinating Conjunction Verb Preposition Noun Punctuation Noun Noun Adjective Comparative Adjective Noun ProperNoun Noun Noun Noun Adjective
66,الحكومة : تنظيم الدورة الأولى لمنتدى رؤساء هيئات ترويج الاستثمار الأفريقية بشرم الشيخ,Noun Punctuation Noun Noun Numerical Adjective Noun Noun Noun Noun Noun Adjective ProperNoun Noun
67,توافد طلاب الثانوية العامة على المدارس فى ثانى أيام الامتحان التجريبى لشهر مايو,Verb Noun Adjective Adjective Preposition Noun Preposition Numerical Adjective Noun Noun Adjective Noun ProperNoun
68,السكة الحديد تستبدل عربات قطارين بخط الصعيد بعربات روسية جديدة,Noun Noun Verb Noun Noun Noun Noun Noun Adjective Adjective
69,مصرع 3 أشخاص وإصابة 6 آخرين فى حادث تصادم على الصحراوى الغربى ببنى سويف,Noun Digit Noun Noun Digit Adjective Preposition Noun Noun Preposition Adjective Adjective ProperNoun ProperNoun
70,ارتفاع طفيف بالحرارة اليوم وشبورة مائية ورياح . والعظمى بالقاهرة 33 درجة,Noun Adjective Noun Noun Noun Adjective Noun Punctuation Noun ProperNoun Digit Noun
71,طلاب الثانوية العامة يستكملون اليوم الامتحان التجريبى لشهر مايو,Noun Adjective Adjective Verb Noun Noun Adjective Noun ProperNoun
72,قائمة ومواعيد قيام القطارات المكيفة بخطوط الوجهين البحرى والقبلى,Adjective Noun Noun Noun Noun Noun Noun Adjective Adjective
73,حبس وغرامة مليون جنيه عقوبة ممارسة التمويل الاستهلاكى دون ترخيص,Verb Noun Number Noun Noun Noun Noun Noun Adjective Noun Noun
74,البحوث الفلكية : ترقبوا أول خسوف كلى للقمر فى السنة غدا,Noun Adjective Punctuation Verb Numerical Adjective Noun Noun Noun Preposition Noun Noun
75,6 أرقام مهمة عن خطة الحكومة للتنمية فى العام المالى الجديد,Digit Noun Adjective Preposition Noun Noun Noun Preposition Noun Adjective Adjective
76,"الصحة : تسديد رسوم ال pcr بالمعامل المركزية ب "" الفيزا",Noun Punctuation Noun Noun Determiner Particle Foreign Noun Adjective Preposition Punctuation Noun
77,العدل تحدد مجموعة خدمات يمكن استخراجها من الشهر العقارى إلكترونيا . تعرف عليها,Noun Verb Noun Noun Verb Noun Preposition Noun Adjective Adjective Punctuation Verb Preposition
78,الصحة تعلن تسجيل 1149 حالة إيجابية جديدة بفيروس كورونا . و 45 وفاة,Noun Verb Noun Digit Noun Adjective Adjective Noun Verb Punctuation Conjunction Digit Noun
79,"الفريق أسامة ربيع : التحقيقات أثبتت مسؤولية قبطان "" إيفر جيفن عن الحادث",Noun ProperNoun ProperNoun Punctuation Noun Verb Noun Noun Punctuation ProperNoun Verb Preposition Noun
80,"وزيرة الهجرة : نحتاج لمبادرة "" اتكلم عربى داخل الجامعات والمدارس الدولية",Noun Noun Punctuation Verb Noun Punctuation Verb Adjective Noun Noun Noun Adjective
81,"ضخ 36 مليار جنيه لصالح تحسين الشبكات الكهربائية فى قرى "" حياة كريمة",Noun Digit Number Noun Noun Noun Noun Noun Adjective Preposition Noun Punctuation Noun Adjective
82,البيت الأبيض : بايدن شكر الرئيس السيسى على إنهاء التصعيد بين إسرائيل وغزة,Noun Adjective Punctuation ProperNoun Verb Noun ProperNoun Preposition Noun Noun Noun ProperNoun ProperNoun
83,"تقود نشاط الاستيطان . "" لاهافا مليشيا شاركت بجرائم الشيخ جراح فيديو",Verb Noun Noun Punctuation Punctuation ProperNoun ProperNoun Verb Noun Noun ProperNoun Noun
84,متحدث وزارة الزراعة : مشروع دلتا مصر يوفر 5 ملايين فرصة عمل للشباب,Noun Noun Noun Punctuation Noun Noun ProperNoun Verb Digit Number Noun Noun Noun Noun
85,درجات الحرارة الثلاثاء فى مصر . طقس حار على القاهرة والدلتا وشمال الصعيد,Noun Noun Noun Preposition ProperNoun Punctuation Noun Adjective Preposition ProperNoun Noun Noun Noun
86,قطع المياه اليوم عن 12 منطقة بالقاهرة لمدة 6 ساعات,Verb Noun Noun Preposition Digit Noun ProperNoun Noun Digit Noun
87,أخبار × 24 ساعة . عقد امتحانات نهاية العام للثانوية العامة إلكترونيا ب 2300 مدرسة مجهزة,Noun ProperNoun Digit Noun Punctuation Verb Noun Noun Adjective Adjective Adjective Adjective Preposition Digit Noun Adjective
88,وزارة الصحة تكشف الفئات المستفيدة من تطعيم كورونا فى المنزل,Noun Noun Verb Noun Adjective Preposition Noun Verb Preposition Noun
89,مستشار الرئيس يطمئن المصريين : لا نسمح باستخدام أى لقاح إلا بعد ضمان جودته,Noun Noun Verb Noun Punctuation Negative Particle Verb Noun Interrogative Pronoun Noun Restrictive Particle Noun Noun Noun
90,وزير الرى السودانى يؤكد استعداد الفرق القانونية لمقاضاة إثيوبيا بشأن سد النهضة,Noun Noun Adjective Verb Noun Noun Adjective Noun ProperNoun Noun ProperNoun ProperNoun
91,مصر والأردن تؤكدان ضرورة وقف الاعتداءات والإجراءات الاستفزازية فى القدس,ProperNoun ProperNoun Verb Noun Noun Noun Noun Adjective Preposition ProperNoun
92,"بعد عرض "" الاختيار 2 تفجير مديرية أمن الدقهلية . تعرف على منفذ الحادث",Noun Noun Punctuation Noun Digit Noun Noun Noun ProperNoun Punctuation Verb Preposition Noun Noun
93,""" الرعاية الصحية : إجراء 43 ألف عملية ضمن منظومة التأمين الصحى ببورسعيد",Punctuation Noun Adjective Punctuation Noun Digit Number Noun Noun Noun Noun Noun Adjective ProperNoun
94,وزيرة الصحة : التحاق 10 آلاف طبيب ضمن الزمالة المصرية خلال عامى 2019 و 2020,Noun Noun Punctuation Noun Digit Number Noun Noun Noun Noun Adjective Noun Noun Digit Conjunction Digit
95,فى ذكرى تحرير سيناء . تعرف على أبرز أعضاء فريق استعادة طابا إنفوجراف,Preposition Noun Noun ProperNoun Punctuation Verb Preposition Comparative Adjective Noun Noun Noun ProperNoun ProperNoun
96,البنك المركزى يعلن تقديم موعد انعقاد اجتماع أسعار الفائدة ليوم الأربعاء,Noun Adjective Verb Noun Noun Noun Noun Noun Noun Noun Noun
97,الأرصاد : رمال مثارة الآن فى سماء القاهرة وباقى محافظات شمال الصعيد,Noun Punctuation Noun Noun Noun Preposition Noun ProperNoun Noun Noun Noun Noun
98,الرئيس السيسي يعزى نظيره العراقى برهم صالح فى ضحايا حريق مستشفى ابن الخطيب,Noun ProperNoun Verb Noun Adjective Noun ProperNoun Preposition Noun Noun Noun Noun Noun
99,الفيروس يواصل انتشاره . تحذيرات هامة للمواطنين لتجنب عدوى كورونا إنفوجراف,Noun Verb Noun Punctuation Noun Noun Noun Noun Noun Verb ProperNoun
100,أخلاق الصائمين . الرضا بما كتبه الله له مكاسب فى الدنيا والآخرة,Noun Adjective Punctuation Noun Relative Pronoun Verb ProperNoun Preposition Noun Preposition Noun Noun
101,""" الصحة تدعو المواطنين لتلقى لقاح كورونا وتحذر من التهاون فى الإجراءات الاحترازية",Punctuation Noun Verb Noun Noun Noun Verb Verb Preposition Noun Preposition Noun Adjective
102,أخبار مصر . التعليم : انتهاء السنة الدراسية لصفوف النقل والإجازة تبدأ الخميس,Noun ProperNoun Punctuation Noun Punctuation Noun Noun Adjective Noun Noun Noun Verb Noun
103,وزير المالية : الاقتصاد المصرى استطاع الصمود أمام أزمة كورونا والتعافى سريعا . صور,Noun Adjective Punctuation Noun Adjective Verb Noun Noun Noun Verb Noun Adjective Punctuation Noun
104,تشييع جثمان حسين عشماوى أشهر منفذ أحكام الإعدام بمسقط رأسه في الدقهلية,Noun Noun ProperNoun ProperNoun Noun Noun Noun Noun Noun Noun Preposition ProperNoun
105,رئيس الوزراء يتابع موقف الأراضى المخطط زراعتها فى شمال ووسط سيناء,Noun Noun Verb Noun Noun Adjective Noun Preposition Noun Noun ProperNoun
106,التعليم : امتحان المواد غير المضافة للمجموع لصفوف النقل تعقد من المنزل,Noun Punctuation Noun Noun Noun Adjective Noun Noun Noun Verb Preposition Noun
107,جمارك مطار القاهرة تضبط محاولتى تهريب عدد من الأقراص المخدرة والساعات,Noun Noun ProperNoun Verb Noun Noun Noun Preposition Noun Adjective Noun
108,الرئيس السيسي : هدف إنشاء التأمين الصحى الشامل تقديم أفضل مستوى للمصريين,Noun ProperNoun Punctuation Noun Noun Noun Adjective Adjective Noun Comparative Adjective Noun Noun
109,التضامن : استمرار العمل بالإجراءات الاحترازية بالحضانات والغلق للمخالفين,Noun Punctuation Noun Noun Noun Adjective Noun Noun Noun
110,الرئيس السيسي يتلقى التطعيم باللقاح المضاد لفيروس كورونا,Noun ProperNoun Verb Noun Noun Adjective Noun Verb
111,وزير المالية : 75 مليار جنيه لتمويل مبادرة تطوير القرى الريفية فى موازنة 21 / 22,Noun Adjective Punctuation Digit Number Noun Noun Noun Noun Noun Noun Adjective Preposition Noun Digit Punctuation Digit
112,"سامح شكرى يؤكد ل "" جريفيث على موقف مصر الداعم للحل السياسى للأزمة اليمنية",ProperNoun ProperNoun Verb Preposition Punctuation ProperNoun Preposition Noun ProperNoun Adjective Noun Adjective Noun Adjective
113,التعليم : إجازة الصيف تبدأ الخميس بعد انتهاء امتحانات أبريل الأربعاء المقبل,Noun Punctuation Noun Noun Verb Noun Noun Noun Noun ProperNoun Noun Adjective
114,التعليم العالى : لا استبدال للامتحانات بالأبحاث واستمرار الدراسة بالجامعات,Noun Adjective Punctuation Pseudo Verb Noun Noun Noun Noun Noun Noun
115,"وزير المالية للنواب : الموازنة حققت فائضا أوليا قدره 25,3 مليار جنيه",Noun Adjective Noun Punctuation Noun Verb Noun Adjective Noun Digit Number Noun Noun
116,غدا . انخفاض ملحوظ فى درجات الحرارة والعظمى بالقاهرة 29 درجة,Noun Punctuation Noun Adjective Preposition Noun Noun Noun ProperNoun Digit Noun
117,""" الأعلى للإعلام : مهلة أخيرة من 23 ل 30 مايو لتوفيق أوضاع الوسائل الإعلامية",Punctuation Comparative Adjective Noun Punctuation Noun Adjective Preposition Digit Preposition Digit ProperNoun Noun Noun Noun Adjective
118,المالية : 10 مليارات لدعم الغاز والكهرباء للصناعة . و 2.1 مليار لتحويل السيارات غاز طبيعى,Adjective Punctuation Digit Number Noun Noun Noun Noun Noun Punctuation Conjunction Digit Number Noun Noun Noun Noun Adjective
119,رئيس الوزراء العراقى يقرر إيقاف وزير الصحة ومحافظ بغداد واحالتهم للتحقيق,Noun Noun Adjective Verb Noun Noun Noun Noun ProperNoun Noun Noun
120,المالية : خسائر كورونا عالميا بلغت 11 تريليون دولار وفقدان 114 مليون وظيفة ب 2020,Adjective Punctuation Noun Verb Adjective Verb Digit Noun Noun Noun Digit Number Noun Noun Preposition Digit
121,التعليم : لا امتحانات فى مايو لسنوات النقل وإجازة الصيف تبدأ بعد اختبار أبريل,Noun Punctuation Pseudo Verb Noun Preposition ProperNoun Noun Noun Noun Noun Verb Noun Noun ProperNoun
122,وزيرة التخطيط : لأول مرة تجاوز الاستثمارات المقدرة بخطة 21 / 22 التريليون جنيه,Noun Noun Punctuation Numerical Adjective Noun Noun Noun Noun Noun Digit Punctuation Digit Noun Noun
123,التعليم تعلن نهاية العام الدراسى لصفوف النقل آخر شهر إبريل,Noun Verb Noun Adjective Adjective Noun Noun Adjective Noun ProperNoun
124,موجز أخبار مصر . أسامة هيكل يتقدم باستقالته لرئيس الوزراء من منصب وزير الدولة للإعلام,Adjective Noun ProperNoun Punctuation ProperNoun ProperNoun Verb Noun Noun Noun Preposition Noun Noun Noun Noun
125,السيدة انتصار السيسى فى ذكرى تحرير سيناء : تحية تقدير للقوات المسلحة التى بددت الأوهام,Noun Noun ProperNoun Preposition Noun Noun ProperNoun Punctuation Noun Noun Noun Adjective Relative Pronoun Verb Noun
126,"الجريدة الرسمية تنشر قرار الرئيس السيسى بإنشاء "" جامعة المستقبل",Noun Adjective Verb Noun Noun ProperNoun Noun Punctuation Noun Noun
127,نشاط للرياح وانخفاض بالحرارة . تعرف على حالة الطقس غدا 14 رمضان,Noun Noun Noun Noun Punctuation Verb Preposition Noun Noun Noun Digit ProperNoun
128,الرئيس السيسى فى ذكرى تحرير سيناء : الأرض لنا هي العرض والشرف والكرامة وقدس الأقداس,Noun ProperNoun Preposition Noun Noun ProperNoun Punctuation Noun Preposition Pronoun Noun Noun Noun ProperNoun Noun
129,الأرصاد : موجة حارة تضرب البلاد اليوم والعظمى بالقاهرة 36 درجة,Noun Punctuation Noun Noun Verb Noun Noun Noun ProperNoun Digit Noun
130,سفير الصين حول تصنيع لقاح سينوفاك محليا : خطوة مهمة لتعزيز جهود مصر ضد كورونا,Noun ProperNoun Noun Noun Noun Verb Adjective Punctuation Noun Adjective Noun Noun ProperNoun Noun Verb
131,سفير الصين : دفعة ثالثة من اللقاحات مكونة 400 ألف جرعة تصل مصر خلال أيام,Noun ProperNoun Punctuation Noun Numerical Adjective Preposition ProperNoun Adjective Digit Number Noun Noun Verb ProperNoun Noun Noun
132,مجلس النواب يوافق نهائيا على قانون تنظيم إعادة الهيكلة والصلح الواقى,Noun Noun Verb Noun Preposition Noun Noun Noun Noun Noun Adjective
133,الرئيس السيسى يضع إكليل الزهور على قبر الجندى المجهول بمناسبة تحرير سيناء,Noun ProperNoun Verb Noun Noun Preposition Noun Noun Noun Noun Noun ProperNoun
134,مجلس النواب يوافق نهائيا بأغلبية ثلثى أعضائه على تغليظ عقوبة ختان الإناث,Noun Noun Verb Noun Adjective Quantity Noun Noun Preposition Noun Noun Noun Adjective
135,سامح شكرى يبحث مع المبعوث الأممى الخاص لليمن سبل دعم جهود التوصل لحل سياسى,ProperNoun ProperNoun Verb Noun Noun Adjective Adjective ProperNoun Noun Noun Noun Noun Noun Adjective
136,أسامة هيكل يتقدم باستقالته لرئيس الوزراء من منصب وزير الدولة للإعلام,ProperNoun ProperNoun Verb Noun Noun Noun Preposition Noun Noun Noun Noun
137,مطار القاهرة الدولى يستقبل 95 صيادا مصريا بعد الإفراج عنهم فى إريتريا,Noun ProperNoun Adjective Verb Digit Noun Adjective Noun Noun Preposition Preposition ProperNoun
138,نص كلمة الرئيس السيسي فى الذكرى ال 39 لتحرير سيناء ( فيديو ),Verb Noun Noun ProperNoun Preposition Noun Determiner Particle Digit Noun ProperNoun Punctuation Noun Punctuation
139,القوات المسلحة تهنئ الرئيس السيسى والشعب المصرى بعيد تحرير سيناء,Noun Adjective Verb Noun ProperNoun Noun Adjective Noun Noun ProperNoun
140,الرئيس السيسى فى الذكرى ال 39 لتحريرها : سيناء تتمتع بمكانة راسخة قلوب المصريين . فيديو,Noun ProperNoun Preposition Noun Determiner Particle Digit Noun Punctuation ProperNoun Verb Noun Adjective Noun Adjective Punctuation Noun
141,التعليم : اختبارات الشهور لصفوف النقل بديلا لامتحانات نهاية العام,Noun Punctuation Noun Noun Noun Noun Noun Noun Noun Adjective
142,الرى تعلن الانتهاء من تبطين 1585 كيلو متر الترع,Noun Verb Noun Preposition Noun Digit Noun Noun Noun
143,قائمة ومواعيد القطارات المكيفة بخطوط الوجهين البحرى والقبلى,Adjective Noun Noun Noun Noun Noun Adjective Adjective
144,البابا تواضروس يترأس قداس أحد الزعف بكاتدرائية بشاير الخير بالإسكندرية . فيديو وصور,ProperNoun ProperNoun Verb Noun Number Noun ProperNoun Noun Noun Noun ProperNoun Punctuation Noun Noun
145,ارتفاع فى درجات الحرارة اليوم . وطقس حار بالقاهرة والعظمى 36 درجة,Noun Preposition Noun Noun Noun Punctuation Noun Adjective ProperNoun Noun Digit Noun
